﻿등급,회원사,홈페이지,지역,사업장도로명주소,주요업종(국민연금 신고),고용현황(국민연금 가입자),매출액(억원),매출연도,주요제품,부설연구소,출처,비고
정회원,영창이엔지,http://-,경남 창원시,경상남도 창원시 의창구 평산로8번길,해당없음,42,138,2025,"선박엔진·방산엔진·굴삭기용 정밀가공 부품(오일펌프·워터펌프·밸브블록·쿠션링 등), 금속절삭가공",불명,"국민연금('26.5) ｜ [조사] 캐치(catch.co.kr/258218: 매출 138억·52명·2025.12), 사람인·잡코리아·jobploy. 주소(창원 의창구 평산로8번길 19-15) CSV와 일치. 연구소 표기 확인 불가","확인요(동명 3법인) ｜ CSV 주소와 정확 일치로 동명 3법인 중 확정. CSV 고용 42명, 캐치 52명 규모 정합"
정회원,진성씨앤아이,http://www.jinsung.cc,경기 화성시,경기도 화성시 만세구 남양읍 활초길15번길,기타 건축용 나무제품 제조업,6,,,가정용·산업용 공기조화장치(HVAC) 제조 및 기계설비 공사,불명,"국민연금('26.5) ｜ [조사] 사람인·머니핀·나이스비즈인포·rndcircle: 경기 화성시 남양읍 활초길15번길 34-47 소재, 공기조화장치 제조업(C29172), 2021.07 설립 벤처기업·비외감 소기업. 매출 공개치 없음(비외감)",CSV 주소(화성 남양읍 활초길15번길)와 일치하는 HVAC 벤처로 확정. CSV의 홈페이지 jinsung.cc는 대구 달성군 동명 기계설비社로 별개. 비외감 소기업이라 공개 매출 없음
정회원,코릴,http://www.koreel.com,인천 서구,인천광역시 서구 가석로,동력식 수지 공구 제조업,92,338,2025,"산업용 릴(호스릴·케이블릴·에어릴·오일릴), 특수차량용 릴(소방차·크레인트럭·고가사다리차), AMP시스템",불명,"국민연금('26.5) ｜ [조사] 사람인(매출 337억8천만원·94명·2026 기준), 캐치, 중기이코노미 기사. 홈페이지(koreel.com) 회사소개·뉴스에 연구소 명시 없음(매출 5~8% R&D 투자 언급은 있음)","확인요(상호 짧음) ｜ 인천 서구 가석로 소재 일치(CSV 92명, 사람인 94명 정합). 군산 제2공장 보유"
정회원,모딘원진,http://www.modineonegene.com,,,,,343,2024,"건설중장비·농기계용 열교환기(라디에이터, 오일쿨러, 인터쿨러, 쿨링모듈)",불명,"[조사] 사람인/캐치 기업정보(매출 343억), 회사개요 moc.onegene.com — 미국 Modine·원진 합작법인, 충북 진천. 홈페이지상 부설연구소 명시 미확인",국민연금 미매칭 ｜ CSV에 데이터 공란이었으나 모딘원진(유) 건설기계 열교환기 제조사로 식별. 매출 기준연도는 기업정보 사이트 표기 추정
정회원,액트,http://www.actsystem.co.kr,울산 중구,울산광역시 중구 동천1길,기타 화학 물질 및 화학제품 도매업,6,,,불명(국민연금 업종: 기타 화학물질·화학제품 도매업),불명,"국민연금('26.5) ｜ [조사] 홈페이지(actsystem.co.kr) 도메인 불일치(부동산 분양 페이지 반환), 웹검색상 울산 중구 소재 '액트'(6인 규모) 동명법인 다수로 확정 불가","확인요(상호 짧음) ｜ 상호 짧음·동명 다수, 지역(울산 중구) 일치 기업 매출 미확인. 저신뢰"
정회원,커머스,http://www.comers.kr,경기 김포시,경기도 김포시 고촌읍 장차로13번길,전자상거래 소매업,4,,,불명(국민연금 업종: 전자상거래 소매업),불명,"국민연금('26.5) ｜ [조사] 홈페이지(comers.kr) SSL 인증서 불일치로 접속불가, 웹검색상 김포 고촌 소재 '커머스'(4인) 동명 2법인 확정 불가","확인요(동명 2법인,상호 짧음) ｜ 상호 짧음·동명 2법인, 4인 소기업으로 공개 매출 없음. 저신뢰"
정회원,크린텍,http://www.cleantechco.co.kr,서울 서초구,서울특별시 서초구 효령로,기타 산업용 기계 및 장비 도매업,48,,,"산업용 기계·장비 도매(추정), 분야 불명",불명,"국민연금('26.5) ｜ [조사] 홈페이지(cleantechco.co.kr)는 청소차 케어서비스 페이지로 서초구 산업용기계 도매 '크린텍'과 불일치, 캐치 검색상 동명 3법인(한성크린텍 등) 확정 불가","확인요(동명 3법인,상호 짧음) ｜ 동명 3법인·상호 짧음, 서초구 48인 법인 매출 미확인. 저신뢰"
정회원,아이에프엠일렉트로닉,http://www.ifm.com/kr,서울 용산구,서울특별시 용산구 독서당로,전기용 기계ㆍ장비 및 관련 기자재 도매업,27,161,2024,"산업용 자동화 센서(위치·프로세스·모션센서, 세이프티 기술, 산업통신시스템) — 독일 ifm 한국지사",불명,"국민연금('26.5) ｜ [조사] 인크루트/사람인 기업정보 및 industrynews 보도(2024년 매출 160억7,308만원, 2023년 156억). 한국법인은 판매지사로 부설연구소 명시 없음",독일 ifm electronic 한국법인(2007 설립). 건설기계 직접 제조 아닌 센서 공급사
정회원,코트랙,http://www.kotrack.com,서울 노원구,서울특별시 노원구 화랑로,상품 종합 도매업,6,200,2023,굴삭기 하부주행체·부품(트랙·언더캐리지) 수출 및 LOVOL·DJI 건설장비 딜러,불명,"국민연금('26.5) ｜ [조사] 핸드메이커 인터뷰(handmk.com, 연매출 200억대 유지·글로벌강소기업 지정), kotrack.com. 부설연구소 명시 미확인","확인요(동명 2법인,상호 짧음) ｜ 연매출 200억대 유지로 보도된 근사치(정확 연도/공시 미확인). 굴삭기 부품 전문 수출기업"
정회원,지엔기계기술,http://-,,,,,,,불명 (식별 가능한 웹 정보 없음),불명,"[조사] CSV상 홈페이지 'http://-'(없음), 국민연금 미매칭. 웹에서 동일 상호 식별 불가 — 매출/제품/연구소 확인 불가","국민연금 미매칭 ｜ 회사 식별 불가, 정보 없음"
정회원,이엠코리아,http://www.yesemk.com,강원 원주시,강원특별자치도 원주시 문막읍 문막공단길,광물 처리 및 취급장비 제조업,9,,,"환경플랜트·폐기물 파·분쇄기, 트롬멜, 풍력선별기, 컨베이어 등 광물/골재 처리장비",불명,"국민연금('26.5) ｜ [조사] 사람인/잡코리아 검색 스니펫(대표 이호길, 강원 원주 문막공단길, 직원 12명, 파분쇄기 제작). 홈페이지(yesemk.com) 인증서 만료로 접속 불가, 연구소 표기 미확인. 매출은 catch 등 유료자료로 미확인","확인요(동명 2법인) ｜ 코스닥 상장 이엠코리아(095190, 경남 함안 공작기계)와는 동명이인 별개 법인. 본 건은 원주 문막 광물처리장비社"
정회원,인곡산업,http://www.inkok.co.kr,경기 화성시,경기도 화성시 만세구 향남읍 만년로151번길,톱 및 호환성 공구 제조업,9,,,"절삭공구(텅스텐카바이드, 마이크론드릴, 건드릴, 리밍드릴 등) — 1993 설립",불명,"국민연금('26.5) ｜ [조사] WebSearch 스니펫(잡코리아/홈페이지 inkok.co.kr): 'The Leader of Tool Tech', 화성 양감 사창리 공장, 정밀 절삭/드릴공구. 홈페이지 self-signed 인증서로 직접 fetch 불가, 연구소 표기 미확인. 매출 비공개(소기업)",건설기계 직접 부품보다는 절삭/드릴 공구 제조
정회원,광성지엠,http://www.wcrdt.com,경기 화성시,경기도 화성시 만세구 남양읍 남양로,산업용 냉장 및 냉동장비 제조업,18,,,"지반천공기, 강관다단 보강재, 그라우팅 믹서/펌프, DTH 함마·비트(Wildcat 브랜드) — 건설/채광용 천공장비",불명,"국민연금('26.5) ｜ [조사] 홈페이지 wcrdt.com(WebFetch: DTH Hammer/Bit, RC Hammer&Bit, Overburden Drilling System) + 대한경제/한국일보/사람인 스니펫(2000년 설립, 화성, 직원 19~30명, 특허·신기술 50여종, 수출 실적). 연구소 명시 미확인, 매출은 catch 유료자료로 미확인",특허 50여종 보유로 R&D 활동은 활발하나 홈페이지상 '부설연구소' 명문 표기는 미확인
정회원,대산머터리얼즈,http://www.dsmparts.co.kr,서울 영등포구,서울특별시 영등포구 버드나루로12가길,상품 종합 도매업,8,,,"건설기계 부품 종합 도매(사무소 서울 영등포, 창고 경기 화성) — Daesan Materials",불명,"국민연금('26.5) ｜ [조사] WebSearch 스니펫(Daesan Materials: 영등포 사무소·화성 창고, 건설기계 부품). 홈페이지 dsmparts.co.kr/m.dsmparts.co.kr 도메인 만료(anybuild 파킹)로 접속 불가. 직원 8명(국민연금) 소규모 도매업, 매출 공개자료 미확인",제조사 아닌 부품 도매업(국민연금 업종='상품 종합 도매업')
정회원,동성정공,http://www.dongsungi.com,경북 경주시,경상북도 경주시 외동읍 모화공단길,금속 문  창  셔터 및 관련제품 제조업,29,,,"조선 배관, 선박 블록, 유압피팅·유압호스, 건설장비(건설기계) 부품 — 조선기자재·유압피팅",불명,"국민연금('26.5) ｜ [조사] 홈페이지 dongsungi.com(WebFetch: 조선 배관/유압피팅/유압호스/건설장비 부품/선박 블록, '조선기자재·유압피팅 선도업체') + 사람인 스니펫(경주 외동 모화공단길, 대표 이창헌, 직원 29명). 홈페이지 연구소 표기 없음(2021 KIOST 협력 기사만 존재). 매출은 catch 유료자료로 미확인",확인요(동명 5법인) ｜ 동명 5법인 중 경주 외동 dongsungi.com 법인으로 확정. 사람인의 '매출 626억' 스니펫은 직원 29명 규모와 불일치(오기 가능성)하여 미채택
정회원,림스코,http://www.ajce.co.kr,경기 고양시,경기도 고양시 일산동구 일산로,유압 기기 제조업,52,341,2025,"유압기기(유압밸브 주문제작·유압시스템 설계)·유압테스트 장비, 유압부품 도소매",불명,국민연금('26.5) ｜ [조사] 잡코리아(jobkorea.co.kr/company/45142722) 매출 341.4억·56명(2025.12.31); 홈페이지 ajce.co.kr는 SSL 인증서 오류로 연구소 확인 불가,"확인요(동명 2법인,상호 짧음) ｜ 고용현황 52(국민연금)과 잡코리아 56명 일치, 고양시 일산 유압기기 동일 법인 확인"
정회원,미쉐린 코리아,http://www.michelin.co.kr,서울 송파구,서울특별시 송파구 법원로11길,자동차 신품 타이어 및 튜브 판매업,95,1984,2024,타이어(승용/SUV/상용 및 건설·광산용 중장비 타이어) 판매,불명,"국민연금('26.5) ｜ [조사] 사람인(saramin.co.kr) 미쉐린코리아 2024년 매출 1,983억7,259만원(전년比+19.9%); 홈페이지 michelin.co.kr는 연구소 명시 없음(글로벌 본사 R&D)","프랑스 미쉐린 한국 판매법인, 건설기계 협회 회원사로는 타이어 공급사"
정회원,부원로드텍,http://www.buwonroadtec.com,,,,,,,"제설장비(로드렉스 살포기), 도로관리기, 공업용 배합기·믹서기, 레미콘 차량감속기, 펌프",불명,[조사] 홈페이지 buwonroadtec(한글도메인 xn--hy1bj0e1wfqtlw9m.com) 제품 확인; 비상장·국민연금 미매칭 소기업으로 공개 매출 없음(catch/saramin/nicebizinfo 미검색),국민연금 미매칭 ｜ 주력은 제설·도로관리 장비. 매출 공개정보 없음
정회원,삼보CMC,http://www.sambocmc.com,,,,,158,2023,"기초토목장비(대구경 천공·지하연속벽), 대교설치장비, 바지선 승하강장치, 터널·해상장비 등 건설용 중장비",불명,"[조사] 사람인(saramin.co.kr csn 6158117812) 매출 158억1,120만원·33명; 제품은 komachine·sambocmc.co.kr. 매출 기준연도 명시 없어 최근 결산(약 2023) 추정","국민연금 미매칭 ｜ 정식명 삼보씨엠씨(주). 매출 기준연도 불확실, 직원 33명 규모와 정합"
정회원,상도인터내셔널,http://www.sangdo.co.kr,,,,,,,불명(홈페이지 sangdo.co.kr 접속 불가 — 건설기계 관련 무역/부품 추정),불명,"[조사] 홈페이지 sangdo.co.kr SSL 인증서 오류로 접속 불가, 동명 다수(상도테크·상도전기 등)로 명확 매칭 불가; 비상장 소기업 공개 매출 없음","국민연금 미매칭 ｜ 동명 법인 다수로 식별 곤란, 신뢰 가능한 데이터 확보 실패"
정회원,신우몰딩,http://-,울산 울주군,울산광역시 울주군 언양읍 반천산업로,주형 및 금형 제조업,29,,,주형 및 금형 제조(국민연금 업종 기준),불명,"국민연금('26.5) ｜ [조사] 홈페이지 미개설(http://-); 울산 울주 언양 반천산업로 소재, 국민연금 가입 29명 소기업으로 catch/bizno/saramin에 공개 매출 없음","직원 29명 소기업, 공개 매출 미확인. 업종(주형·금형)만 확인"
정회원,씨제이피파츠,http://www.cjparts.co.kr,경기 파주시,경기도 파주시 운정1길,상품 종합 도매업,6,,,"굴착기용 부품 유통(스윙베어링·유압실린더·핀/부시·언더캐리지·최종구동·유압펌프 등), 자체브랜드 TOKOR",무,"국민연금('26.5) ｜ [조사] 홈페이지 cjparts.co.kr (회사소개) — 굴착기 부품 딜러/유통, 연구소 언급 없음. 매출: 비상장 소규모(국민연금 6명) 공개 재무 미확인","1999년 설립 굴착기 부품 유통사, 70여개국 수출. 매출 비공개"
정회원,아진KSB,http://www.ajinksb.com,,,,,,,"불명 (건설기계 관련 추정, 미확인)",불명,"[조사] 홈페이지 ajinksb.com 접속 불가(DNS 미해석), 웹검색·catch/잡코리아 모두 미매칭. CSV도 국민연금 미매칭","국민연금 미매칭 ｜ 동명/정보 부재로 식별 불가, 매출·업종·연구소 모두 확인 불가"
정회원,알파테크,http://www.alfa-tech.co.kr,경기 화성시,경기도 화성시 효행구 정남면 만년로,금속 문  창  셔터 및 관련제품 제조업,53,5.8,2022,"판금가공·구조용 금속판넬 제품 제조(커버·프레임·스테인리스 가공), 일부 반도체장비용 판금",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(주소 화성시 정남면 만년로 635-22 일치, 매출 약 5억7,956만원, 사원 35명·2022), 홈페이지 alfa-tech.co.kr 인증서 오류로 미확인",확인요(동명 4법인) ｜ CSV 비고 '동명 4법인' — 주소·업종(금속 문/창/셔터 제조) 일치하는 화성 정남면 법인으로 매칭. 건설기계 전용보다 일반 판금/금속패널 제조에 가까움. 매출 소액으로 저신뢰
정회원,에스티커넥션,,,,,,,,불명,불명,"[조사] CSV에 홈페이지·지역·업종 전무, 국민연금 미매칭. 웹 식별 불가","국민연금 미매칭 ｜ 회사명만 존재, 동명 다수로 식별 불가"
정회원,원진에이티,http://www.wonjinkorea.com,서울 영등포구,서울특별시 영등포구 선유로13길,상품 종합 도매업,9,40,2021,"건설장비·상용차용 엔진 수입유통(이탈리아 FPT 한국공식대리점), 발전기·기계장비 판매/정비",불명,"국민연금('26.5) ｜ [조사] 웹검색(사람인·홈페이지 wonjinkorea.com) — 2021년 매출 약 39억9,663만원, FPT 엔진 국내총판(현대중공업 건설장비 등 공급). 홈페이지 자가서명 인증서로 직접 확인 제한, 연구소 언급 미확인","서울 영등포 소재, 국민연금 9명. 건설기계 완성차 아닌 엔진 수입/유통상"
정회원,제이비어태치먼트,Http://jbattachment.com,경기 안성시,경기도 안성시 공도읍 진사1길,건설 및 채광용 기계장비 제조업,11,,,건설·광업용 기계장비(굴착기 어태치먼트) 제조/도매,불명,"국민연금('26.5) ｜ [조사] bizno.net 사업자정보 — (주)제이비어태치먼트, 경기 안성, '건설·광업용 기계 및 장비 도매업'. 매출 등 재무 비공개, 홈페이지 jbattachment.com DNS 미해석",안성시 공도읍 소재(국민연금 11명) 어태치먼트 업체. 매출 미공개
정회원,조광정밀,,인천 계양구,인천광역시 계양구 서운산단로1길,기타 섬유  의복 및 가죽 가공기계 제조업,23,,,정밀기계가공 부품(섬유·의복·가죽 가공기계 관련),불명,"국민연금('26.5) ｜ [조사] 홈페이지 없음. WebSearch(인천 비즈OK·Textopia 등)로 동명 2법인 중 인천 계양구 조광정밀을 확정 매칭 불가, 공개 매출 미확인. 비상장 소기업(국민연금 23명)으로 공개 재무자료 없음.","확인요(동명 2법인) ｜ 동명 2법인, 지역 매칭 미확정 — 저신뢰"
정회원,지케이알,http://www.globalkr.com,경북 구미시,경상북도 구미시 고아읍 이례로,그 외 자동차용 신품 부품 제조업,43,,,차량용 전장품(계기판/디스플레이) 개발·양산 — 건설중장비·농기계용 클러스터,불명,"국민연금('26.5) ｜ [조사] 홈페이지 globalkr.com(SSL오류로 본문확인 불가). WebSearch(사람인/잡코리아/NICEbizinfo/인크루트): 2009년 설립 비상장 중소기업, 두산인프라코어·LS엠트론·대동공업 등 납품. 매출은 비공개(외감 아님). 국민연금 43명.","비상장 중소기업, 공개 매출 없음"
정회원,진기열처리,,,,,,,,금속 열처리(추정),불명,[조사] CSV상 국민연금 미매칭(지역·주소·업종 공란). WebSearch로도 '진기열처리' 단독 기업정보 확인 불가(진영열처리 등 유사명만 검색됨). 매출 미확인.,"국민연금 미매칭 ｜ 국민연금 미매칭, 동일 상호 식별 실패 — 저신뢰"
정회원,진우에스엠씨,http://www.jinwoosmc.com,전북 익산시,전북특별자치도 익산시 춘포면 석암로,그 외 자동차용 신품 부품 제조업,13,243,2023,특장차(소방차·무인파괴방수차·고소작업차·고가사다리차·전기특장차) 제조,유,"국민연금('26.5) ｜ [조사] 홈페이지 jinwoosmc.com(특장차 라인업 확인). WebSearch(전북일보·나무위키·잡코리아): 2023년 매출 242.8억원. 기업부설연구소 2010년 설립, ISO9001/14001 보유.",
정회원,케이엠티,http://www.kmtroll.com,전남 여수시,전라남도 여수시 상암로,금속 문  창  셔터 및 관련제품 제조업,63,,,롤(고성능 롤) 제조·고주파 유도열처리·콘크리트 펌핑용 이중금속관(EXLOY 1000),불명,"국민연금('26.5) ｜ [조사] 홈페이지 kmtroll.com(롤·EXLOY관·유도경화 제품 확인, 1984년 창립, 연구소 명시 없음). 동명 8법인이라 매출 출처 분리 곤란 — 여수 롤 제조 케이엠티는 비상장 소기업으로 공개 감사 매출 미확인. 국민연금 63명.","확인요(동명 8법인) ｜ 동명 8법인, 여수 롤 제조사 기준 / 공개 매출 없음"
정회원,코렌스,http://korens.co.kr,경남 양산시,경상남도 양산시 어곡동,BIZ_NO미존재사업장,348,3482,2024,"자동차·중장비·발전설비 부품(EGR쿨러 세계 1위, 인젝션노즐, 오일드레인튜브)",유,"국민연금('26.5) ｜ [조사] 홈페이지 korens.co.kr(친환경 열관리시스템). 사람인(csn 코렌스): 매출 348,165,980,000원(≈3,482억), 직원 349명(CSV 348과 일치). 기업부설연구소 2004년 KOITA 인증(WebSearch). 매출연도는 최신 공시(2024 회계연도) 기준 추정.",확인요(상호 짧음) ｜ 상호 짧음 플래그였으나 양산·EGR쿨러·직원수로 본사 코렌스 확정
정회원,큐클라스,http://www.qklass.com,,,,,,,굴착기 어태치먼트(유압브레이커·락스플리터·크러셔·집게·퀵커플러 등) 제조,불명,"[조사] WebSearch(gobizkorea/qklass.com): 2013년 설립 경기 소재 어태치먼트 제조사. 비상장 중소기업, 공개 매출 미확인. 홈페이지 연구소 표기 미확인.",국민연금 미매칭 ｜ 동명 큐라클/큐렉스 등과 혼동 주의 — 본사는 굴착기 어태치먼트 제조사로 확인
정회원,탑글로벌파츠,http://www.itopglobal.com,서울 영등포구,서울특별시 영등포구 영등포로,상품 종합 도매업,21,362,2024,"건설중장비 부품·완성품 수출(250여개국), 건설·광업용 기계장비 도매",불명,"국민연금('26.5) ｜ [조사] 잡코리아(jobkorea.co.kr/Recruit/Co_Read/C/topglobal1): 2024년 361.8억(2023 363.4억, 2022 268.4억). 서울 영등포 소재 일치. 연구소 표기 미확인.",
정회원,티앤에치코퍼레이션,http://www. tnhkorea.co.kr,,,,,,,"불명(건설기계 관련 추정, 미확정)",불명,"[조사] 국민연금 미매칭·지역정보 없음, 홈페이지(www.tnhkorea.co.kr) DNS 미해석으로 접속 불가. 동명 다수로 식별 불가, 공개 매출 확인 못함.","국민연금 미매칭 ｜ low-confidence: 회사 식별 불가(지역·업종 미상, 홈페이지 사망)"
정회원,파일머,http://www.pilemer.net,경기 화성시,경기도 화성시 만세구 팔탄면 고주동방길,건설 및 채광용 기계장비 제조업,4,,,유압해머(3~45톤급)·파워팩·오거 등 파일항타용 건설기계 제조,불명,"국민연금('26.5) ｜ [조사] komachine.com/ko/companies/pilemer: 건설·채광용 기계 제조(유압해머·파워팩·오거). 화성시 소재 일치. 국민연금 4명 소기업, 공개 매출 없음. 홈페이지 연구소 표기 미확인.","확인요(상호 짧음) ｜ 국민연금 4명 소규모, 매출 비공개"
정회원,플랜트존,http://www.plantzon.com,,,,,,,불명(미확정),불명,"[조사] 국민연금 미매칭·지역정보 없음, 홈페이지(www.plantzon.com) DNS 미해석으로 접속 불가. 식별 가능한 기업정보 확인 못함.","국민연금 미매칭 ｜ low-confidence: 회사 식별 불가(지역·업종 미상, 홈페이지 사망)"
정회원,한국구보다,http://www.koreakubota.co.kr,전북 김제시,전북특별자치도 김제시 백산면 자유무역길,농업 및 임업용 기계 제조업,101,2323,2024,"구보다(KUBOTA) 미니굴착기·농기계 수입·판매·정비, 건설·광업용 기계장치 도소매",불명,"국민연금('26.5) ｜ [조사] WebSearch(잡코리아/인크루트): 2024.12 매출 2,323.5억, 사원 101~103명. 전북 김제 백산면 자유무역지역 소재 일치. 수입·유통사로 부설연구소 표기 미확인.",구보다 한국 판매법인(수입·유통·정비)
정회원,한국엠엘,http://www.hkml.co.kr,경기 시흥시,경기도 시흥시 공단1대로322번길,금속 문  창  셔터 및 관련제품 제조업,20,60,2024,"중장비·기계부품 정밀가공, 산업용 기자재·항공기부품 제조",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(매출 60억4천만원, 직원 20명), 홈페이지 hkml.co.kr 접속불가(DNS 오류)로 연구소 미확인","시흥 시화공단 소재, 중장비부품 가공전문 명시. 동명 ML 유사사명 다수이나 지역·업종으로 매칭"
정회원,광림,http://www.kanglim.com,충북 청주시,충청북도 청주시 서원구 현도면 청남로,화물 자동차 및 특수 목적용 자동차 제조업,123,921,2024,"특장차(크레인·소방·환경차량), 직진식·관절식 크레인",불명,"국민연금('26.5) ｜ [조사] 뉴스(topdaily, 머니투데이)·사람인 — 2024년 매출 921억·영업이익 60억. 홈페이지 kanglim.com에 연구소 명시 없음(기술자료실만 존재)","확인요(동명 3법인,상호 짧음) ｜ 충북 청주 소재 ㈜광림(코스닥 2024.11 상장폐지). 동명 3법인 중 청주 특장차 본사로 매칭"
정회원,광진기계,http://www.ikwangjin.com,충남 아산시,충청남도 아산시 인주면 인주산단로,그 외 자동차용 신품 부품 제조업,177,1230,2024,"자동차부품(윈도우레귤레이터·브레이크/클러치/엑셀페달), 플라스틱사출",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보 — 매출 1,229억6천만원, 직원 176명, 충남 아산 인주산단. 홈페이지 ikwangjin.com SSL 인증서 오류로 연구소 미확인",확인요(동명 3법인) ｜ 충남 아산 인주면 소재로 매칭(동명 3법인). 직원수 176명이 CSV 177과 일치
정회원,대덕기계,http://www.ddpto.com,인천 남동구,인천광역시 남동구 능허대로595번길,기어 및 동력전달장치 제조업,23,87,2024,"특장차용 감속기·PTO·윈치/스윙 감속기, 드라이브샤프트 등 동력전달장치",불명,국민연금('26.5) ｜ [조사] 사람인 기업정보 — 2025조회 매출 87억1천만원(2023년 70억). 홈페이지 ddpto.com 인증서 오류로 연구소 미확인,확인요(동명 2법인) ｜ 인천 남동구 능허대로 소재 ㈜대덕기계로 매칭(동명 2법인)
정회원,데스코,http://www.desco-inc.com,경북 칠곡군,경상북도 칠곡군 왜관읍 공단로9길,합성수지 및 기타 플라스틱 물질 제조업,47,766,2024,"엔지니어링 플라스틱·탄소섬유 복합소재 컴파운드/마스터배치, 자동차부품용 강화플라스틱",유,"국민연금('26.5) ｜ [조사] 사람인 기업정보 — 매출 765억5천만원, 직원 48명, 경북 칠곡 왜관, 기업부설연구소 2004년 8월 설립 명시. 홈페이지 desco.kr","확인요(동명 3법인,상호 짧음) ｜ 경북 칠곡 왜관읍 ㈜데스코로 매칭(동명 3법인). 직원 48명이 CSV 47과 일치. 전남 장성 데스코는 별개 법인"
정회원,동인중공업,http://www.msb.co.kr,인천 남동구,인천광역시 남동구 남동대로,기타 엔지니어링 서비스업,97,722,2024,"유압브레이커·어태치먼트(자체 브랜드 MSB), 건설·채광용 기계장비",유,"국민연금('26.5) ｜ [조사] 사람인 기업정보 — 매출 722억1천만원, 직원 96명, 인천 남동구, 기술부설연구소 보유 명시. 영문명 MSB CORPORATION, 유압브레이커 국내 수출 1위",홈페이지는 실제 msbcom.co.kr(CSV의 msb.co.kr). 직원 96명이 CSV 97과 일치
정회원,릴텍산업,http://www.reeltec.com,경기 남양주시,경기도 남양주시 화도읍 수레로,산업용 로봇 제조업,18,35,2021,산업용/특장차용 케이블릴·호스릴 등 권취장비 제조,불명,"국민연금('26.5) ｜ [조사] 사람인(릴텍산업 사원수 15명, 매출 35억80만원), 홈페이지 reeltec.com(케이블릴/호스릴). 홈페이지에 연구소 표기 확인 불가","홈페이지 SSL 인증서 불일치(hph.kr)로 본문 직접확인 제한, 제품은 검색·쇼핑몰로 확인"
정회원,바우컴퍼니,http://www.bawoocompany.co.kr,전북 정읍시,전북특별자치도 정읍시 북면 3산단4길,농업 및 임업용 기계 제조업,22,237,2022,스키드로더·트랙로더·휠로더·다목적작업장비 등 건설·농업기계 제조,불명,"국민연금('26.5) ｜ [조사] 사람인(바우컴퍼니(주) 2022년 매출 237억396만원), 홈페이지 bawoocompany.co.kr(제품). 캐치 기준 2023년 약 110억으로 감소. 홈페이지에 연구소 표기 없음",2022년 237억 → 2023년 약 110억으로 매출 변동 큼
정회원,에이치앤케이멕테크,http://www.hnkmectech.com,,,,,,,지게차·건설/물류장비용 안전시스템(카메라·모니터·제동·관제 시스템) 엔지니어링,불명,"[조사] 홈페이지 hnkmectech.co.kr(제품), 잡코리아/moneypin 기업정보에 매출 미공개. 비상장 소기업으로 공개 매출 확인 불가","국민연금 미매칭 ｜ 국민연금 미매칭(고용현황 없음), 매출 비공개"
정회원,우창,http://www.woochang21.co.kr,경기 화성시,경기도 화성시 만세구 서신면 전곡산단11길,금속 문  창  셔터 및 관련제품 제조업,25,211,2024,건설기계·농기계·지게차·상용차·방산장비용 시트(좌석)·서스펜션 제조,유,"국민연금('26.5) ｜ [조사] 홈페이지 woochang21.co.kr(R&D 연구소현황·연구장비 메뉴 명시 → 연구소 유; 건설기계 시트 제품), 사람인((주)우창 김해 매출 211억5,485만원, 49명)","확인요(동명 6법인,상호 짧음) ｜ CSV 지역(화성 서신면)·업종(금속셔터)은 국민연금 오매칭으로 추정. 홈페이지 실제 본사=경남 김해시 진영읍, 건설기계 시트 전문업체. 비고 '동명 6법인' 주의"
정회원,태강기업,http://www.taekang.net,충북 청주시,충청북도 청주시 서원구 현도면 죽암도원로,동력식 수지 공구 제조업,39,195,2023,특장차 전문(오거크레인·고소작업차·유압크레인·전기청소차),유,"국민연금('26.5) ｜ [조사] 검색(태강기업(주) 2023년 매출 194억6,561만원, 기업부설연구소 설립), 홈페이지 taekang.net(제품). 오거크레인 국내 점유율 70%",확인요(동명 3법인)
정회원,피에스디중공업,http://www.psdhi.com,,,,,9,2023,스키드로더·지게차 등 건설기계·농기계 제조 및 임대,불명,"[조사] 잡코리아(PSD중공업(주) 2023년 매출 9억1,430만원, 직원 5명, 스키드로더/지게차). 홈페이지 psdhi.com 접속불가(연구개발 투자 언급은 있으나 부설연구소 명시 없음)",국민연금 미매칭 ｜ 국민연금 미매칭. 소규모 제관·건설기계 업체
정회원,하이덱스,http://www.hyd-ex.co.kr,전북 군산시,전북특별자치도 군산시 장산로,일반 화물 자동차 운송업,6,271,2024,"화물운송·무역(사료원료·장류 등), 건설기계산업협회 준회원 물류·유통사",불명,"국민연금('26.5) ｜ [조사] 잡코리아(hydex 271.5억, 2024.12 기준, 군산 소룡동), 국민연금 업종=일반 화물자동차 운송업",건설기계 제조사가 아닌 화물운송·무역 법인(군산). 협회 회원으로 등재. 제품 제조 아님
정회원,허스코인터네셔널 한국지사,http://www.huscointl.com,,,,,,,건설·오프하이웨이 기계용 유압 밸브·제어 시스템 (미국 Husco International의 한국 영업지사),불명,"[조사] 네이버 웹문서(코넥스코리아 자료 등 Husco International Asia/한국지사 언급), CSV 비고=국민연금 미매칭",국민연금 미매칭 ｜ 미국 본사의 한국 영업지사로 별도 한국법인 공개 매출 없음. 본사는 굴착기 등 유압밸브 글로벌 공급사
